year,LandAverageTemperature,LandAverageTemperatureUncertainty,Uncertainty_top,Uncertainty_bot
1899,8.396333333333333,0.32475000000000004,8.721083333333333,8.071583333333333
1900,8.501583333333333,0.31475000000000003,8.816333333333333,8.186833333333333
1901,8.541916666666665,0.30624999999999997,8.848166666666666,8.235666666666665
1902,8.304416666666667,0.29275,8.597166666666666,8.011666666666667
1903,8.220166666666668,0.29,8.510166666666667,7.9301666666666675
1904,8.090916666666667,0.2864166666666667,8.377333333333333,7.8045
1905,8.225166666666665,0.27875,8.503916666666665,7.946416666666665
1906,8.379083333333332,0.27491666666666664,8.653999999999998,8.104166666666666
1907,7.947166666666667,0.2571666666666666,8.204333333333334,7.69
1908,8.186083333333334,0.27475,8.460833333333333,7.911333333333334
1909,8.17825,0.26275,8.441,7.915500000000001
1910,8.223,0.26008333333333333,8.483083333333335,7.9629166666666675
1911,8.177000000000001,0.24783333333333335,8.424833333333336,7.929166666666668
1912,8.165416666666667,0.2584166666666667,8.423833333333334,7.907000000000001
1913,8.297749999999999,0.26225000000000004,8.559999999999999,8.035499999999999
1914,8.5905,0.2519166666666666,8.842416666666667,8.338583333333334
1915,8.593166666666665,0.24616666666666667,8.839333333333332,8.346999999999998
1916,8.22525,0.26041666666666663,8.485666666666667,7.964833333333334
1917,8.023333333333332,0.26066666666666666,8.283999999999999,7.762666666666665
1918,8.130833333333332,0.26825000000000004,8.399083333333332,7.8625833333333315
1919,8.38225,0.26675000000000004,8.649000000000001,8.1155
1920,8.35875,0.2626666666666667,8.621416666666667,8.096083333333334
1921,8.571,0.2568333333333334,8.827833333333333,8.314166666666667
1922,8.408,0.25858333333333333,8.666583333333334,8.149416666666665
1923,8.422166666666666,0.2530833333333334,8.675249999999998,8.169083333333333
1924,8.506833333333335,0.2568333333333333,8.763666666666667,8.250000000000002
1925,8.534416666666667,0.24075,8.775166666666667,8.293666666666667
1926,8.728833333333332,0.2426666666666667,8.971499999999999,8.486166666666666
1927,8.522083333333333,0.2489166666666667,8.770999999999999,8.273166666666667
1928,8.632166666666668,0.2485833333333333,8.88075,8.383583333333336
1929,8.242416666666665,0.25175,8.494166666666665,7.990666666666665
1930,8.633583333333332,0.23966666666666667,8.873249999999999,8.393916666666666
1931,8.71925,0.23775,8.957,8.4815
1932,8.705250000000001,0.2489166666666667,8.954166666666667,8.456333333333335
1933,8.33825,0.2426666666666667,8.580916666666667,8.095583333333334
1934,8.628333333333336,0.24008333333333334,8.868416666666668,8.388250000000003
1935,8.51575,0.23591666666666666,8.751666666666667,8.279833333333334
1936,8.554,0.2430833333333334,8.797083333333333,8.310916666666667
1937,8.698333333333332,0.24008333333333332,8.938416666666665,8.45825
1938,8.863666666666665,0.24050000000000002,9.104166666666666,8.623166666666664
1939,8.760333333333334,0.2373333333333333,8.997666666666667,8.523
1940,8.764666666666667,0.2310833333333333,8.995750000000001,8.533583333333333
1941,8.768666666666668,0.22783333333333333,8.996500000000001,8.540833333333335
1942,8.728416666666666,0.2295,8.957916666666666,8.498916666666666
1943,8.755083333333333,0.22658333333333336,8.981666666666667,8.5285
1944,8.845,0.22516666666666665,9.070166666666667,8.619833333333334
1945,8.584833333333332,0.2203333333333333,8.805166666666665,8.3645
1946,8.676916666666669,0.22241666666666662,8.899333333333335,8.454500000000003
1947,8.797083333333333,0.21708333333333332,9.014166666666666,8.58
1948,8.74675,0.20958333333333332,8.956333333333333,8.537166666666668
1949,8.586749999999999,0.20825000000000002,8.794999999999998,8.378499999999999
1950,8.365250000000001,0.18633333333333335,8.551583333333335,8.178916666666668
1951,8.625666666666666,0.18416666666666667,8.809833333333332,8.4415
1952,8.638250000000001,0.20875000000000002,8.847000000000001,8.4295
1953,8.873750000000001,0.21208333333333332,9.085833333333335,8.661666666666667
1954,8.560666666666666,0.18716666666666668,8.747833333333332,8.3735
1955,8.62625,0.15358333333333332,8.779833333333334,8.472666666666667
1956,8.279583333333333,0.1208333333333333,8.400416666666667,8.15875
1957,8.7325,0.158,8.8905,8.5745
1958,8.77375,0.10433333333333335,8.878083333333333,8.669416666666667
1959,8.732666666666665,0.10716666666666665,8.839833333333331,8.625499999999999
1960,8.58375,0.09349999999999999,8.67725,8.49025
1961,8.797666666666666,0.09699999999999999,8.894666666666666,8.700666666666667
1962,8.745916666666666,0.13291666666666666,8.878833333333333,8.613
1963,8.856,0.09233333333333334,8.948333333333332,8.763666666666667
1964,8.409666666666666,0.09250000000000001,8.502166666666666,8.317166666666667
1965,8.527416666666667,0.10883333333333334,8.63625,8.418583333333334
1966,8.599333333333332,0.09225,8.691583333333332,8.507083333333332
1967,8.700083333333334,0.08366666666666667,8.78375,8.616416666666668
1968,8.516333333333334,0.11166666666666668,8.628,8.404666666666667
1969,8.595083333333333,0.08516666666666667,8.68025,8.509916666666667
1970,8.700916666666666,0.07558333333333332,8.776499999999999,8.625333333333334
1971,8.59925,0.09791666666666667,8.697166666666666,8.501333333333333
1972,8.499583333333334,0.09533333333333334,8.594916666666666,8.404250000000001
1973,8.948249999999998,0.10074999999999999,9.048999999999998,8.847499999999998
1974,8.4675,0.1045,8.572,8.363
1975,8.744833333333334,0.09708333333333334,8.841916666666668,8.64775
1976,8.347249999999999,0.10058333333333336,8.447833333333332,8.246666666666666
1977,8.850249999999999,0.08466666666666665,8.934916666666666,8.765583333333332
1978,8.692749999999998,0.10383333333333335,8.796583333333333,8.588916666666664
1979,8.733416666666665,0.08641666666666666,8.819833333333332,8.646999999999998
1980,8.980333333333332,0.10666666666666669,9.087,8.873666666666665
1981,9.165833333333333,0.08725000000000001,9.253083333333333,9.078583333333334
1982,8.639166666666666,0.08266666666666668,8.721833333333333,8.5565
1983,9.028166666666666,0.09399999999999999,9.122166666666665,8.934166666666666
1984,8.691833333333335,0.10258333333333336,8.794416666666669,8.589250000000002
1985,8.658,0.09324999999999999,8.751249999999999,8.56475
1986,8.833583333333332,0.085,8.918583333333332,8.74858333333333
1987,8.994416666666668,0.08516666666666667,9.079583333333334,8.909250000000002
1988,9.201583333333334,0.08008333333333334,9.281666666666666,9.121500000000001
1989,8.921999999999999,0.08800000000000001,9.009999999999998,8.834
1990,9.234166666666667,0.08633333333333333,9.320500000000001,9.147833333333333
1991,9.179416666666667,0.06208333333333335,9.2415,9.117333333333333
1992,8.836583333333332,0.08333333333333333,8.919916666666666,8.753249999999998
1993,8.866583333333333,0.08133333333333333,8.947916666666666,8.78525
1994,9.038749999999999,0.07091666666666667,9.109666666666666,8.967833333333331
1995,9.347083333333332,0.07641666666666666,9.423499999999999,9.270666666666665
1996,9.038916666666667,0.08474999999999999,9.123666666666667,8.954166666666667
1997,9.202583333333333,0.08858333333333335,9.291166666666667,9.113999999999999
1998,9.522666666666666,0.07391666666666667,9.596583333333333,9.448749999999999
1999,9.285083333333333,0.07924999999999999,9.364333333333333,9.205833333333333
2000,9.201166666666667,0.0835,9.284666666666668,9.117666666666667
2001,9.414583333333335,0.08741666666666664,9.502,9.327166666666669
2002,9.570416666666667,0.07241666666666667,9.642833333333334,9.498
2003,9.525583333333334,0.09066666666666666,9.61625,9.434916666666666
2004,9.324583333333333,0.08341666666666665,9.408,9.241166666666667
2005,9.700916666666666,0.07516666666666667,9.776083333333332,9.62575
2006,9.532499999999999,0.08999999999999998,9.622499999999999,9.442499999999999
2007,9.732166666666664,0.08949999999999998,9.821666666666664,9.642666666666665
2008,9.431750000000001,0.07891666666666665,9.510666666666667,9.352833333333335
2009,9.505250000000002,0.08591666666666666,9.591166666666668,9.419333333333336
2010,9.703083333333332,0.08341666666666668,9.786499999999998,9.619666666666665
2011,9.516,0.08199999999999999,9.598,9.434
2012,9.507333333333333,0.08341666666666665,9.59075,9.423916666666667
2013,9.606499999999999,0.09766666666666667,9.704166666666666,9.508833333333332
2014,9.570666666666666,0.09016666666666666,9.660833333333333,9.4805
2015,9.830999999999998,0.09216666666666667,9.923166666666665,9.73883333333333
